source,target
554642415,568099321
554642415,518368742
554642415,95528939
554642415,57315555
554642415,441892644
554642415,492989594
554642415,86740782
554642415,278063562
554642415,85531043
554642415,26725581
554642415,554183197
554642415,116229959
554642415,54531424
554642415,117052245
554642415,455806353
554642415,454336881
554642415,990589826
554642415,213754264
554642415,600345740
554642415,889674270
554642415,125727024
554642415,209825928
554642415,380373029
554642415,388805808
554642415,400220155
554642415,556754160
554642415,492616495
554642415,438305534
554642415,85541760
554642415,76584619
554642415,102722347
554642415,267310445
554642415,456524623
554642415,495145784
554642415,85947555
554642415,514546669
554642415,75597552
554642415,19438626
554642415,483087012
554642415,15724880
554642415,513300752
554642415,110459051
554642415,573459274
554642415,479566469
554642415,401888912
554642415,531550143
554642415,440704680
554642415,98405344
554642415,520259649
554642415,108999975
554642415,109222494
554642415,556013270
554642415,96093611
554642415,92548542
554642415,49969223
554642415,17172319
554642415,551669623
554642415,20702279
554642415,116025332
554642415,177662118
554642415,38170599
554642415,83784709
554642415,23458148
554642415,406978622
554642415,296733634
554642415,284542499
554642415,376252824
554642415,440072232
554642415,374184532
554642415,276934698
554642415,588978078
554642415,578114675
554642415,471163803
554642415,279137479
554642415,373380797
554642415,87886754
554642415,87691954
554642415,529397593
554642415,87212906
554642415,105116603
413819531,520259649
413819531,856059444
413819531,450968514
413819531,436816838
413819531,436780101
413819531,393306373
413819531,536485159
413819531,365505352
413819531,522084022
413819531,450644069
413819531,455806353
413819531,34898575
413819531,438305534
413819531,209825928
413819531,125727024
413819531,938843677
413819531,116063765
413819531,523440964
413819531,518368742
413819531,440954376
413819531,443129202
413819531,402841247
413819531,25489768
413819531,426201331
413819531,369760052
413819531,119026515
413819531,17271007
413819531,26725581
413819531,513295044
413819531,494120525
413819531,414671299
413819531,15724880
413819531,26115394
413819531,35521057
413819531,52735020
413819531,360680603
413819531,117052245
413819531,110223111
413819531,84895558
413819531,170688963
413819531,117798111
413819531,224537286
413819531,266432967
413819531,372703035
413819531,203853981
413819531,387335648
413819531,46641505
413819531,295304575
413819531,75597552
413819531,279137479
413819531,203828194
413819531,78242617
413819531,75406026
413819531,95528939
413819531,373380797
413819531,116025332
413819531,284542499
413819531,374184532
413819531,16648630
413819531,17172319
413819531,105116603
413819531,34225599
413819531,23458148
413819531,49969223
413819531,87212906
413819531,83784709
413819531,74092783
413819531,92548542
413819531,22245559
413819531,19438626
413819531,96093611
413819531,87886754
413819531,20702279
413819531,106357883
413819531,96175785
413819531,32916973
413819531,334953814
413819531,369423300
413819531,199317520
413819531,345938366
413819531,30010590
413819531,14658057
413819531,230495042
413819531,215292075
413819531,98405344
413819531,278063562
413819531,24906326
413819531,213754264
413819531,108999975
413819531,60626246
581634493,108999975
581634493,557621949
494847902,17172319
494847902,279137479
494847902,38170599
85531043,402626426
85531043,254629290
85531043,980242016
85531043,374184532
85531043,74092783
85531043,406978622
85531043,177662118
85531043,203828194
85531043,456766294
85531043,116229959
85531043,390156878
85531043,495145784
85531043,209825928
85531043,531550143
85531043,276934698
85531043,284542499
85531043,365377081
85531043,373380797
85531043,796057206
85531043,16648630
85531043,95528939
85531043,34225599
85531043,54531424
85531043,551669623
85531043,76584619
85531043,57315555
85531043,288670629
85531043,34222231
85531043,87886754
85531043,94339111
85531043,52764210
85531043,87212906
85531043,440704680
85531043,116025332
85531043,75406026
85531043,85541760
85531043,296733634
85531043,105116603
85531043,96093611
85531043,83784709
85531043,23458148
85531043,92548542
85531043,49969223
85531043,19438626
85531043,22245559
85531043,75597552
85531043,20702279
76584619,278063562
76584619,415008577
76584619,600345740
76584619,438305534
76584619,380990041
76584619,944611322
76584619,945489566
76584619,999405727
76584619,538295315
76584619,554642415
76584619,54132631
76584619,456766294
76584619,570703871
76584619,224265528
76584619,514546669
76584619,480272828
76584619,390645931
76584619,456993474
76584619,85947555
76584619,441892644
76584619,436780101
76584619,82076380
76584619,92548542
76584619,574491833
76584619,573459274
76584619,87691954
76584619,74092783
76584619,412330011
76584619,529397593
76584619,571071036
76584619,365505352
76584619,516342405
76584619,140086525
76584619,409284332
76584619,76662684
76584619,320146784
76584619,493144540
76584619,382129407
76584619,492616495
76584619,34222231
76584619,87711812
76584619,497074191
76584619,532466430
76584619,402626426
76584619,87212906
76584619,102722347
76584619,414886583
76584619,556013270
76584619,1446374768
76584619,95528939
76584619,534130523
76584619,504963196
76584619,114998828
76584619,116229959
76584619,424117102
76584619,110940220
76584619,817779691
76584619,254629290
76584619,501762650
76584619,86740782
76584619,471886242
76584619,459093089
76584619,572189277
76584619,554183197
76584619,136895502
76584619,127768933
76584619,440954376
76584619,116063765
76584619,964928286
76584619,16711996
76584619,556754160
76584619,388805808
76584619,872426652
76584619,24906326
76584619,199317520
76584619,402841247
76584619,230495042
76584619,443129202
76584619,520259649
76584619,456524623
76584619,796057206
76584619,267310445
76584619,507623024
76584619,578114675
76584619,889674270
76584619,109222494
76584619,52735020
76584619,401888912
76584619,35521057
76584619,376252824
76584619,177662118
76584619,60626246
76584619,214110691
76584619,531550143
76584619,392096074
76584619,479566469
76584619,380373029
76584619,288670629
76584619,483087012
76584619,440072232
76584619,390156878
76584619,436816838
76584619,209825928
76584619,296733634
76584619,495145784
76584619,551669623
76584619,279137479
76584619,499128441
76584619,373380797
76584619,440704680
76584619,54531424
76584619,38170599
76584619,513300752
76584619,538945428
76584619,400220155
76584619,116025332
76584619,276934698
76584619,85531043
76584619,87886754
76584619,94339111
76584619,345938366
76584619,17172319
76584619,406978622
76584619,284542499
76584619,115003417
76584619,374184532
76584619,85541760
76584619,52764210
76584619,110459051
76584619,360680603
76584619,71988580
76584619,105116603
76584619,34225599
76584619,19438626
76584619,117052245
76584619,110940366
76584619,96093611
76584619,75406026
76584619,57315555
76584619,22245559
76584619,23458148
76584619,83784709
76584619,49969223
76584619,16648630
76584619,75597552
76584619,20702279
432375298,209825928
432375298,600345740
432375298,34898575
432375298,347137825
432375298,400219506
432375298,474040661
432375298,500126025
432375298,443129202
432375298,1140898249
432375298,25489768
432375298,35521057
432375298,426201331
432375298,68383304
432375298,224537286
432375298,14658057
432375298,474789922
432375298,505998825
432375298,402841247
432375298,369760052
432375298,454892339
432375298,716652518
432375298,17271007
432375298,49967601
432375298,465430756
432375298,556859694
432375298,438305534
432375298,295304575
432375298,455806353
432375298,942329886
432375298,899545604
432375298,456917253
432375298,872572057
432375298,56100309
432375298,285226634
432375298,110521463
432375298,294099915
432375298,440954376
432375298,817779691
432375298,461101925
432375298,230495042
432375298,613272422
432375298,952012243
432375298,74196974
432375298,531036044
432375298,79221731
432375298,244890770
432375298,775431470
432375298,599975384
432375298,26725581
432375298,454336881
432375298,518368742
432375298,191366432
432375298,108999975
432375298,32916973
432375298,110223111
432375298,119026515
432375298,215292075
432375298,342015978
432375298,203853981
432375298,16711996
432375298,85326869
432375298,116063765
432375298,583752447
432375298,612517041
432375298,364245967
432375298,477932128
432375298,359994523
432375298,557621949
432375298,494816955
432375298,456900236
432375298,509948730
432375298,513295044
432375298,608061059
432375298,568099321
432375298,199317520
432375298,334953814
432375298,523440964
432375298,382747703
432375298,549319211
432375298,569194586
432375298,125727024
432375298,115643244
432375298,525723587
432375298,448362923
432375298,170688963
432375298,26115394
432375298,60626246
432375298,278063562
432375298,30010590
432375298,430662853
432375298,46641505
432375298,203828194
432375298,345938366
432375298,98405344
432375298,24906326
432375298,413819531
432375298,120805649
432375298,88685879
432375298,369423300
432375298,492247783
432375298,414671299
432375298,78242617
432375298,69303932
432375298,213754264
432375298,96175785
568099321,295304575
568099321,54531424
568099321,30010590
568099321,938843677
568099321,32916973
568099321,450644069
568099321,456917253
568099321,406978622
568099321,285226634
568099321,440954376
568099321,16711996
568099321,14658057
568099321,24906326
568099321,443129202
568099321,505998825
568099321,454336881
568099321,1140898249
568099321,85326869
568099321,369423300
568099321,347137825
568099321,116063765
568099321,942329886
568099321,382747703
568099321,612517041
568099321,68383304
568099321,827068873
568099321,88685879
568099321,96175785
568099321,364245967
568099321,177108832
568099321,108999975
568099321,465430756
568099321,213754264
568099321,98405344
568099321,199317520
568099321,230495042
568099321,25489768
568099321,345938366
568099321,203853981
568099321,215292075
568099321,78242617
83784709,402626426
83784709,392096074
83784709,52735020
83784709,254629290
83784709,600345740
83784709,454336881
83784709,294099915
83784709,125727024
83784709,440954376
83784709,380990041
83784709,554183197
83784709,520259649
83784709,74092783
83784709,209825928
83784709,38170599
83784709,24906326
83784709,514546669
83784709,401888912
83784709,889674270
83784709,570703871
83784709,177662118
83784709,551669623
83784709,109222494
83784709,479566469
83784709,440072232
83784709,110459051
83784709,400220155
83784709,390156878
83784709,276934698
83784709,495145784
83784709,507623024
83784709,224265528
83784709,110940366
83784709,115003417
83784709,54531424
83784709,191832590
83784709,267310445
83784709,306229486
83784709,214110691
83784709,82076380
83784709,87711812
83784709,288670629
83784709,360680603
83784709,117052245
83784709,110940220
83784709,114998828
83784709,127768933
83784709,376252824
83784709,406978622
83784709,296733634
83784709,76662684
83784709,85541760
83784709,284542499
83784709,85531043
83784709,94339111
83784709,95528939
83784709,374184532
83784709,87212906
83784709,96093611
83784709,23458148
83784709,49969223
83784709,20702279
83784709,279137479
83784709,19438626
83784709,75406026
83784709,16648630
83784709,34225599
83784709,22245559
83784709,75597552
83784709,105116603
83784709,85947555
83784709,373380797
83784709,92548542
83784709,17172319
83784709,116025332
83784709,87691954
83784709,52764210
83784709,87886754
83784709,57315555
83784709,76584619
440072232,59085374
440072232,15724880
440072232,520259649
440072232,493144540
440072232,471886242
440072232,380990041
440072232,534130523
440072232,574491833
440072232,424117102
440072232,573459274
440072232,459093089
440072232,514546669
440072232,414886583
440072232,360680603
440072232,75406026
440072232,38170599
440072232,203853981
440072232,108999975
440072232,177662118
440072232,23458148
440072232,538968658
440072232,276934698
440072232,569864901
440072232,436816838
440072232,16711996
440072232,532293856
440072232,492616495
440072232,86740782
440072232,480272828
440072232,347137825
440072232,382129407
440072232,513300752
440072232,571071036
440072232,501762650
440072232,306229486
440072232,456766294
440072232,570703871
440072232,110950142
440072232,569194586
440072232,409232344
440072232,54132631
440072232,254629290
440072232,102722347
440072232,554183197
440072232,583752447
440072232,402626426
440072232,999405727
440072232,556013270
440072232,504963196
440072232,392096074
440072232,415008577
440072232,796057206
440072232,964928286
440072232,136895502
440072232,944611322
440072232,872426652
440072232,412330011
440072232,140086525
440072232,365505352
440072232,76662684
440072232,551669623
440072232,244890770
440072232,345938366
440072232,529397593
440072232,24906326
440072232,538945428
440072232,889674270
440072232,116229959
440072232,945489566
440072232,556754160
