source,target,weight,type,code
#ffback,#porte,1,undirected,#ffback_to_#porte
#dijon,#lafranceforte,1,undirected,#dijon_to_#lafranceforte
#dijon,#ns2012,1,undirected,#dijon_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#dpda,#mélanchon,1,undirected,#dpda_to_#mélanchon
#dpda,#fh,1,undirected,#dpda_to_#fh
#dpda,#fh,1,undirected,#dpda_to_#fh
#mélanchon,#fh,1,undirected,#mélanchon_to_#fh
#mélanchon,#fh,1,undirected,#mélanchon_to_#fh
#fh,#fh,1,undirected,#fh_to_#fh
#hollande,#arrogance,1,undirected,#hollande_to_#arrogance
#dpda,#jevotens,1,undirected,#dpda_to_#jevotens
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#dpda,#latrouille,1,undirected,#dpda_to_#latrouille
#jevotens,#hollande,1,undirected,#jevotens_to_#hollande
#jevotens,#latrouille,1,undirected,#jevotens_to_#latrouille
#hollande,#latrouille,1,undirected,#hollande_to_#latrouille
#dpda,#jevotens,1,undirected,#dpda_to_#jevotens
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#jevotens,#hollande,1,undirected,#jevotens_to_#hollande
#ump,#dpda,1,undirected,#ump_to_#dpda
#ump,#jevotens,1,undirected,#ump_to_#jevotens
#ump,#lafranceforte,1,undirected,#ump_to_#lafranceforte
#ump,#ns2012,1,undirected,#ump_to_#ns2012
#dpda,#jevotens,1,undirected,#dpda_to_#jevotens
#dpda,#lafranceforte,1,undirected,#dpda_to_#lafranceforte
#dpda,#ns2012,1,undirected,#dpda_to_#ns2012
#jevotens,#lafranceforte,1,undirected,#jevotens_to_#lafranceforte
#jevotens,#ns2012,1,undirected,#jevotens_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#dpda,#jevotens,1,undirected,#dpda_to_#jevotens
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#jevotens,#hollande,1,undirected,#jevotens_to_#hollande
#dpda,#jevotens,1,undirected,#dpda_to_#jevotens
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#jevotens,#hollande,1,undirected,#jevotens_to_#hollande
#esjlille,#lafranceforte,1,undirected,#esjlille_to_#lafranceforte
#avechollande,#fh2012,1,undirected,#avechollande_to_#fh2012
#public,#fh2012,1,undirected,#public_to_#fh2012
#hollande,#cacophonie,1,undirected,#hollande_to_#cacophonie
#hollande,#lafranceforte,1,undirected,#hollande_to_#lafranceforte
#hollande,#ns2012,1,undirected,#hollande_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#pleinlesbottes,#lafranceforte,1,undirected,#pleinlesbottes_to_#lafranceforte
#pleinlesbottes,#ns2012,1,undirected,#pleinlesbottes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ns2012,#hollande,1,undirected,#ns2012_to_#hollande
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#fh2012,1,undirected,#montreuil_to_#fh2012
#bagnolet,#fh2012,1,undirected,#bagnolet_to_#fh2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#saintdenis,#pierrefitte,1,undirected,#saintdenis_to_#pierrefitte
#saintdenis,#villetaneuse,1,undirected,#saintdenis_to_#villetaneuse
#saintdenis,#banlieue,1,undirected,#saintdenis_to_#banlieue
#saintdenis,#elysee,1,undirected,#saintdenis_to_#elysee
#saintdenis,#elections2012,1,undirected,#saintdenis_to_#elections2012
#pierrefitte,#villetaneuse,1,undirected,#pierrefitte_to_#villetaneuse
#pierrefitte,#banlieue,1,undirected,#pierrefitte_to_#banlieue
#pierrefitte,#elysee,1,undirected,#pierrefitte_to_#elysee
#pierrefitte,#elections2012,1,undirected,#pierrefitte_to_#elections2012
#villetaneuse,#banlieue,1,undirected,#villetaneuse_to_#banlieue
#villetaneuse,#elysee,1,undirected,#villetaneuse_to_#elysee
#villetaneuse,#elections2012,1,undirected,#villetaneuse_to_#elections2012
#banlieue,#elysee,1,undirected,#banlieue_to_#elysee
#banlieue,#elections2012,1,undirected,#banlieue_to_#elections2012
#elysee,#elections2012,1,undirected,#elysee_to_#elections2012
#lafranceforte,#nice,1,undirected,#lafranceforte_to_#nice
#nice,#lafranceforte,1,undirected,#nice_to_#lafranceforte
#nice,#ns2012,1,undirected,#nice_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#haubourdin,#lafranceforte,1,undirected,#haubourdin_to_#lafranceforte
#haubourdin,#ns2012,1,undirected,#haubourdin_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#arras,#lafranceforte,1,undirected,#arras_to_#lafranceforte
#arras,#ns2012,1,undirected,#arras_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#arras,#lafranceforte,1,undirected,#arras_to_#lafranceforte
#arras,#ns2012,1,undirected,#arras_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#arras,#lafranceforte,1,undirected,#arras_to_#lafranceforte
#arras,#ns2012,1,undirected,#arras_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lille,#hollande,1,undirected,#lille_to_#hollande
#lille,#aubry,1,undirected,#lille_to_#aubry
#lille,#lafranceforte,1,undirected,#lille_to_#lafranceforte
#lille,#ns2012,1,undirected,#lille_to_#ns2012
#hollande,#aubry,1,undirected,#hollande_to_#aubry
#hollande,#lafranceforte,1,undirected,#hollande_to_#lafranceforte
#hollande,#ns2012,1,undirected,#hollande_to_#ns2012
#aubry,#lafranceforte,1,undirected,#aubry_to_#lafranceforte
#aubry,#ns2012,1,undirected,#aubry_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#saintdenis,#fh2012,1,undirected,#saintdenis_to_#fh2012
#saintdenis,#ps,1,undirected,#saintdenis_to_#ps
#fh2012,#ps,1,undirected,#fh2012_to_#ps
#longuet,#vannier,1,undirected,#longuet_to_#vannier
#longuet,#bariseau,1,undirected,#longuet_to_#bariseau
#vannier,#bariseau,1,undirected,#vannier_to_#bariseau
#longuet,#lafranceforte,1,undirected,#longuet_to_#lafranceforte
#longuet,#ns2012,1,undirected,#longuet_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nancy,#lafranceforte,1,undirected,#nancy_to_#lafranceforte
#nancy,#ns2012,1,undirected,#nancy_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#concorde,#lafranceforte,1,undirected,#concorde_to_#lafranceforte
#concorde,#ns2012,1,undirected,#concorde_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#concorde,#lafranceforte,1,undirected,#concorde_to_#lafranceforte
#concorde,#ns2012,1,undirected,#concorde_to_#ns2012
#concorde,#tousensemble,1,undirected,#concorde_to_#tousensemble
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#tousensemble,1,undirected,#lafranceforte_to_#tousensemble
#ns2012,#tousensemble,1,undirected,#ns2012_to_#tousensemble
#printempsduchangement,#saintdenis,1,undirected,#printempsduchangement_to_#saintdenis
#ajaccio,#lafranceforte,1,undirected,#ajaccio_to_#lafranceforte
#ajaccio,#ns2012,1,undirected,#ajaccio_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ajaccio,#lafranceforte,1,undirected,#ajaccio_to_#lafranceforte
#ajaccio,#ns2012,1,undirected,#ajaccio_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ajaccio,#lafranceforte,1,undirected,#ajaccio_to_#lafranceforte
#ajaccio,#ns2012,1,undirected,#ajaccio_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#dpda,#ns2012,1,undirected,#dpda_to_#ns2012
#dpda,#lafranceforte,1,undirected,#dpda_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#bellevilloise,#fh2012,1,undirected,#bellevilloise_to_#fh2012
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#dpda,#snif,1,undirected,#dpda_to_#snif
#dpda,#pathétique,1,undirected,#dpda_to_#pathétique
#hollande,#snif,1,undirected,#hollande_to_#snif
#hollande,#pathétique,1,undirected,#hollande_to_#pathétique
#snif,#pathétique,1,undirected,#snif_to_#pathétique
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#dpda,#magique,1,undirected,#dpda_to_#magique
#hollande,#magique,1,undirected,#hollande_to_#magique
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#dpda,#attali,1,undirected,#dpda_to_#attali
#dpda,#fillon,1,undirected,#dpda_to_#fillon
#hollande,#attali,1,undirected,#hollande_to_#attali
#hollande,#fillon,1,undirected,#hollande_to_#fillon
#attali,#fillon,1,undirected,#attali_to_#fillon
#dpda,#hollande,1,undirected,#dpda_to_#hollande
#joly,#diffamation,1,undirected,#joly_to_#diffamation
#joly,#déclarationsscandaleuses,1,undirected,#joly_to_#déclarationsscandaleuses
#joly,#dpda,1,undirected,#joly_to_#dpda
#diffamation,#déclarationsscandaleuses,1,undirected,#diffamation_to_#déclarationsscandaleuses
#diffamation,#dpda,1,undirected,#diffamation_to_#dpda
#déclarationsscandaleuses,#dpda,1,undirected,#déclarationsscandaleuses_to_#dpda
#joly,#indigne,1,undirected,#joly_to_#indigne
#mutualité,#lafranceforte,1,undirected,#mutualité_to_#lafranceforte
#mutualité,#ns2012,1,undirected,#mutualité_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#parisien,#aubry,1,undirected,#parisien_to_#aubry
#parisien,#hollande,1,undirected,#parisien_to_#hollande
#parisien,#ns2012,1,undirected,#parisien_to_#ns2012
#aubry,#hollande,1,undirected,#aubry_to_#hollande
#aubry,#ns2012,1,undirected,#aubry_to_#ns2012
#hollande,#ns2012,1,undirected,#hollande_to_#ns2012
#hollande,#lafranceforte,1,undirected,#hollande_to_#lafranceforte
#hollande,#ns2012,1,undirected,#hollande_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#f2012,1,undirected,#montreuil_to_#f2012
#bagnolet,#f2012,1,undirected,#bagnolet_to_#f2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#f2012,1,undirected,#montreuil_to_#f2012
#bagnolet,#f2012,1,undirected,#bagnolet_to_#f2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#f2012,1,undirected,#montreuil_to_#f2012
#bagnolet,#f2012,1,undirected,#bagnolet_to_#f2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#f2012,1,undirected,#montreuil_to_#f2012
#bagnolet,#f2012,1,undirected,#bagnolet_to_#f2012
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#égalité,#fh2012,1,undirected,#égalité_to_#fh2012
#égalité,#changement,1,undirected,#égalité_to_#changement
#fh2012,#changement,1,undirected,#fh2012_to_#changement
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#fh2012,#marianelo,1,undirected,#fh2012_to_#marianelo
#lettreaupeuplefrançais,#lafranceforte,1,undirected,#lettreaupeuplefrançais_to_#lafranceforte
#lettreaupeuplefrançais,#ns2012,1,undirected,#lettreaupeuplefrançais_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lettreaupeuplefrançais,#lafranceforte,1,undirected,#lettreaupeuplefrançais_to_#lafranceforte
#lettreaupeuplefrançais,#ns2012,1,undirected,#lettreaupeuplefrançais_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#caen,#lafranceforte,1,undirected,#caen_to_#lafranceforte
#caen,#ns2012,1,undirected,#caen_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#caen,#lafranceforte,1,undirected,#caen_to_#lafranceforte
#caen,#ns2012,1,undirected,#caen_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#caen,#lafranceforte,1,undirected,#caen_to_#lafranceforte
#caen,#ns2012,1,undirected,#caen_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#caen,#lafranceforte,1,undirected,#caen_to_#lafranceforte
#caen,#ns2012,1,undirected,#caen_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ffback,#lafranceforte,1,undirected,#ffback_to_#lafranceforte
#ffback,#ns2012,1,undirected,#ffback_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#fhollande,#repentin,1,undirected,#fhollande_to_#repentin
#sarkoflop,#fh2012,1,undirected,#sarkoflop_to_#fh2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#logement,#bagnolet,1,undirected,#logement_to_#bagnolet
#logement,#fh2012,1,undirected,#logement_to_#fh2012
#bagnolet,#fh2012,1,undirected,#bagnolet_to_#fh2012
#ump,#lafranceforte,1,undirected,#ump_to_#lafranceforte
#ump,#ns2012,1,undirected,#ump_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nancy,#lafranceforte,1,undirected,#nancy_to_#lafranceforte
#nancy,#ns2012,1,undirected,#nancy_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nancy,#rossinot,1,undirected,#nancy_to_#rossinot
#nancy,#lafranceforte,1,undirected,#nancy_to_#lafranceforte
#nancy,#ns2012,1,undirected,#nancy_to_#ns2012
#rossinot,#lafranceforte,1,undirected,#rossinot_to_#lafranceforte
#rossinot,#ns2012,1,undirected,#rossinot_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nancy,#lafranceforte,1,undirected,#nancy_to_#lafranceforte
#nancy,#ns2012,1,undirected,#nancy_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#attestation,#ppo,1,undirected,#attestation_to_#ppo
#montreuil,#fh2012,1,undirected,#montreuil_to_#fh2012
#montreuil,#fh2012,1,undirected,#montreuil_to_#fh2012
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#cgt,#montreuil,1,undirected,#cgt_to_#montreuil
#cgt,#lemonde,1,undirected,#cgt_to_#lemonde
#montreuil,#lemonde,1,undirected,#montreuil_to_#lemonde
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#nancy,#oups,1,undirected,#nancy_to_#oups
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#nimes,#lafranceforte,1,undirected,#nimes_to_#lafranceforte
#nimes,#ns2012,1,undirected,#nimes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nimes,#lafranceforte,1,undirected,#nimes_to_#lafranceforte
#nimes,#ns2012,1,undirected,#nimes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nimes,#lafranceforte,1,undirected,#nimes_to_#lafranceforte
#nimes,#ns2012,1,undirected,#nimes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nimes,#lafranceforte,1,undirected,#nimes_to_#lafranceforte
#nimes,#ns2012,1,undirected,#nimes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#nimes,#lafranceforte,1,undirected,#nimes_to_#lafranceforte
#nimes,#ns2012,1,undirected,#nimes_to_#ns2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#montreuil,#fh2012,1,undirected,#montreuil_to_#fh2012
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#fh2012,#politiquedelaville,1,undirected,#fh2012_to_#politiquedelaville
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#politiquedelaville,#montreuil,1,undirected,#politiquedelaville_to_#montreuil
#politiquedelaville,#bagnolet,1,undirected,#politiquedelaville_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#mali,#montreuil,1,undirected,#mali_to_#montreuil
#mali,#bagnolet,1,undirected,#mali_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#mali,#montreuil,1,undirected,#mali_to_#montreuil
#mali,#bagnolet,1,undirected,#mali_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#nantes,#ns2012,1,undirected,#nantes_to_#ns2012
#nantes,#lafranceforte,1,undirected,#nantes_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#bagnolet,#fh2012,1,undirected,#bagnolet_to_#fh2012
#bagnolet,#montreuil,1,undirected,#bagnolet_to_#montreuil
#dépendance,#hollande2012,1,undirected,#dépendance_to_#hollande2012
#bagnolet,#montreuil,1,undirected,#bagnolet_to_#montreuil
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#strasbourg,#ns2012,1,undirected,#strasbourg_to_#ns2012
#strasbourg,#lafranceforte,1,undirected,#strasbourg_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#fh,#toulouse,1,undirected,#fh_to_#toulouse
#solidarité,#cassez,1,undirected,#solidarité_to_#cassez
#education,#fh2012,1,undirected,#education_to_#fh2012
#education,#fh2012,1,undirected,#education_to_#fh2012
#education,#fh2012,1,undirected,#education_to_#fh2012
#education,#fh2012,1,undirected,#education_to_#fh2012
#education,#fh2012,1,undirected,#education_to_#fh2012
#education,#fh2012,1,undirected,#education_to_#fh2012
#fh,#royal,1,undirected,#fh_to_#royal
#capital,#ns2012,1,undirected,#capital_to_#ns2012
#capital,#lafranceforte,1,undirected,#capital_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#capital,#m6,1,undirected,#capital_to_#m6
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#nucléaire,#quotienfamilial,1,undirected,#nucléaire_to_#quotienfamilial
#nucléaire,#euthanasie,1,undirected,#nucléaire_to_#euthanasie
#quotienfamilial,#euthanasie,1,undirected,#quotienfamilial_to_#euthanasie
#lyon,#lille,1,undirected,#lyon_to_#lille
#lyon,#chauvin,1,undirected,#lyon_to_#chauvin
#lille,#chauvin,1,undirected,#lille_to_#chauvin
#lafranceforte,#leuropeforte,1,undirected,#lafranceforte_to_#leuropeforte
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#lyon,#fh,1,undirected,#lyon_to_#fh
#lyon,#ns2012,1,undirected,#lyon_to_#ns2012
#lyon,#lafranceforte,1,undirected,#lyon_to_#lafranceforte
#fh,#ns2012,1,undirected,#fh_to_#ns2012
#fh,#lafranceforte,1,undirected,#fh_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#lyon,#lafranceforte,1,undirected,#lyon_to_#lafranceforte
#lyon,#fh,1,undirected,#lyon_to_#fh
#lafranceforte,#fh,1,undirected,#lafranceforte_to_#fh
#lyon,#ns2012,1,undirected,#lyon_to_#ns2012
#lyon,#lafranceforte,1,undirected,#lyon_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#bravo,#merci,1,undirected,#bravo_to_#merci
#belleville,#fh2012,1,undirected,#belleville_to_#fh2012
#belleville,#dpda,1,undirected,#belleville_to_#dpda
#fh2012,#dpda,1,undirected,#fh2012_to_#dpda
#fh2012,#dpda,1,undirected,#fh2012_to_#dpda
#fnars,#autremonde,1,undirected,#fnars_to_#autremonde
#fh,#onnouspiquenotreboulot,1,undirected,#fh_to_#onnouspiquenotreboulot
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#fh,#cloclo,1,undirected,#fh_to_#cloclo
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#pdc,#ns2012,1,undirected,#pdc_to_#ns2012
#pdc,#lafranceforte,1,undirected,#pdc_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#pdc,#ns2012,1,undirected,#pdc_to_#ns2012
#fh2012,#montreuil,1,undirected,#fh2012_to_#montreuil
#fh2012,#bagnolet,1,undirected,#fh2012_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#montreuil,#bagnolet,1,undirected,#montreuil_to_#bagnolet
#villepinte,#franceforte,1,undirected,#villepinte_to_#franceforte
#villepinte,#europeforte,1,undirected,#villepinte_to_#europeforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#franceforte,#europeforte,1,undirected,#franceforte_to_#europeforte
#franceforte,#ns2012,1,undirected,#franceforte_to_#ns2012
#franceforte,#lafranceforte,1,undirected,#franceforte_to_#lafranceforte
#europeforte,#ns2012,1,undirected,#europeforte_to_#ns2012
#europeforte,#lafranceforte,1,undirected,#europeforte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#sarkoshow,#villepinte,1,undirected,#sarkoshow_to_#villepinte
#sarkothon,#villepinte,1,undirected,#sarkothon_to_#villepinte
#ump,#ns2012,1,undirected,#ump_to_#ns2012
#ump,#lafranceforte,1,undirected,#ump_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#villepinte,#ns2012,1,undirected,#villepinte_to_#ns2012
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#villepinte,#continuonslamobilisation,1,undirected,#villepinte_to_#continuonslamobilisation
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#continuonslamobilisation,1,undirected,#ns2012_to_#continuonslamobilisation
#lafranceforte,#continuonslamobilisation,1,undirected,#lafranceforte_to_#continuonslamobilisation
#villepinte,#lafranceforte,1,undirected,#villepinte_to_#lafranceforte
#yade,#ns2012,1,undirected,#yade_to_#ns2012
#yade,#lafranceforte,1,undirected,#yade_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#ns2012,#mobilisezvous,1,undirected,#ns2012_to_#mobilisezvous
#lafranceforte,#mobilisezvous,1,undirected,#lafranceforte_to_#mobilisezvous
#8mars,#fh2012,1,undirected,#8mars_to_#fh2012
